Date,AAPL,AMZN,GOOGL,MSFT,NFLX,NVDA
2000-01-03,0.9994419813156128,4.46875,,58.28125,,0.9752600193023682
2000-01-04,0.9151790142059326,4.096875190734863,,56.3125,,0.9492189884185791
2000-01-05,0.9285709857940674,3.487499952316284,,56.90625,,0.9179689884185791
2000-01-06,0.8482139706611633,3.278125047683716,,55.0,,0.8580729961395264
2000-01-07,0.888392984867096,3.4781250953674316,,55.71875,,0.8723959922790527
2000-01-10,0.872767984867096,3.4593749046325684,,56.125,,0.9010419845581055
2000-01-11,0.828125,3.3375000953674316,,54.6875,,0.8645830154418945
2000-01-12,0.7784600257873535,3.1781249046325684,,52.90625,,0.8424479961395264
2000-01-13,0.8638389706611633,3.296875,,53.90625,,0.8776040077209473
2000-01-14,0.896763026714325,3.2125000953674316,,56.125,,0.9153649806976318
2000-01-18,0.928013026714325,3.206249952316284,,57.65625,,0.9544270038604736
2000-01-19,0.9514510035514832,3.340625047683716,,53.5,,0.9453129768371582
2000-01-20,1.0133930444717407,3.237499952316284,,53.0,,0.9427080154418945
2000-01-21,0.993861973285675,3.1031250953674316,,51.875,,0.9322919845581055
2000-01-24,0.9486610293388367,3.5062499046325684,,50.625,,0.890625
2000-01-25,1.0022319555282593,3.4625000953674316,,51.40625,,0.8828129768371582
2000-01-26,0.9838169813156128,3.2406249046325684,,49.6875,,0.8463540077209473
2000-01-27,0.982142984867096,3.346874952316284,,49.375,,0.8020830154418945
2000-01-28,0.9073659777641296,3.0843749046325684,,49.125,,0.7786459922790527
2000-01-31,0.9263389706611633,3.2281250953674316,,48.9375,,0.7721350193023682
2000-02-01,0.8950889706611633,3.371875047683716,,51.46875,,0.7903649806976318
2000-02-02,0.8822540044784546,3.471874952316284,,50.40625,,0.8125
2000-02-03,0.9224330186843872,4.209374904632568,,51.8125,,0.8255209922790527
2000-02-04,0.9642860293388367,3.9281249046325684,,53.28125,,0.8450520038604736
2000-02-07,1.0184149742126465,3.75,,53.3125,,0.7929689884185791
2000-02-08,1.025670051574707,4.15625,,54.96875,,0.8307290077209473
2000-02-09,1.005579948425293,4.012499809265137,,52.0,,0.8515629768371582
2000-02-10,1.0133930444717407,3.809375047683716,,53.0,,1.0260419845581055
2000-02-11,0.970982015132904,3.809375047683716,,49.96875,,1.0416669845581055
2000-02-14,1.0340399742126465,3.721874952316284,,49.8125,,1.2083330154418945
2000-02-15,1.0625,3.690624952316284,,49.28125,,1.1614580154418945
2000-02-16,1.0189729928970337,3.534374952316284,,48.8125,,1.214843988418579
2000-02-17,1.025670051574707,3.450000047683716,,49.8125,,1.2578129768371582
2000-02-18,0.9933040142059326,3.237499952316284,,47.53125,,1.4036459922790527
2000-02-22,1.0161830186843872,3.1781249046325684,,46.90625,,1.3645830154418945
2000-02-23,1.0379459857940674,3.5218749046325684,,47.125,,1.3723959922790527
2000-02-24,1.0285990238189697,3.421875,,47.375,,1.359375
2000-02-25,0.9854909777641296,3.456249952316284,,45.65625,,1.2747399806976318
2000-02-28,1.011160969734192,3.2874999046325684,,45.78125,,1.265625
2000-02-29,1.0234379768371582,3.4437499046325684,,44.6875,,1.3333330154418945
2000-03-01,1.1635040044784546,3.293750047683716,,45.40625,,1.2942709922790527
2000-03-02,1.089285969734192,3.128124952316284,,46.6875,,1.207031011581421
2000-03-03,1.1428569555282593,3.125,,48.0625,,1.2265629768371582
2000-03-06,1.1222100257873535,3.1968750953674316,,45.3125,,1.21875
2000-03-07,1.0970979928970337,3.174999952316284,,46.4375,,1.7356770038604736
2000-03-08,1.089285969734192,3.1812500953674316,,47.78125,,1.75
2000-03-09,1.0915180444717407,3.440624952316284,,50.0,,2.0895180702209473
2000-03-10,1.1227680444717407,3.34375,,50.5,,2.4583330154418945
2000-03-13,1.0831470489501953,3.265625,,49.0,,3.109375
2000-03-14,1.020089030265808,3.28125,,47.5625,,2.2942709922790527
2000-03-15,1.0379459857940674,3.1875,,47.6875,,2.2005209922790527
2000-03-16,1.0853790044784546,3.3125,,47.6875,,1.9619139432907104
2000-03-17,1.1160709857940674,3.2406249046325684,,49.6875,,2.0807290077209473
2000-03-20,1.098214030265808,3.2093749046325684,,48.6875,,2.0794270038604736
2000-03-21,1.2047990560531616,3.6187500953674316,,51.375,,1.9765629768371582
2000-03-22,1.2873879671096802,3.534374952316284,,51.625,,1.9908850193023682
2000-03-23,1.261718988418579,3.3843750953674316,,55.9375,,2.0260419845581055
2000-03-24,1.238281011581421,3.6343750953674316,,55.84375,,1.941406011581421
2000-03-27,1.246093988418579,3.65625,,52.03125,,1.8138020038604736
2000-03-28,1.2421879768371582,3.5062499046325684,,52.15625,,1.6783850193023682
2000-03-29,1.2137279510498047,3.3125,,53.59375,,1.5677080154418945
2000-03-30,1.1227680444717407,3.325000047683716,,51.6875,,1.558593988418579
2000-03-31,1.2126120328903198,3.3499999046325684,,53.125,,1.760090947151184
2000-04-03,1.1902899742126465,3.1781249046325684,,45.4375,,1.6223959922790527
2000-04-04,1.136718988418579,3.1968750953674316,,44.28125,,1.5625
2000-04-05,1.1640629768371582,3.109375,,43.1875,,1.910156011581421
2000-04-06,1.1177459955215454,3.2125000953674316,,43.0,,1.9986979961395264
2000-04-07,1.176339030265808,3.378124952316284,,44.53125,,2.136718988418579
2000-04-10,1.1160709857940674,3.168750047683716,,43.03125,,1.9479169845581055
2000-04-11,1.066406011581421,3.168750047683716,,41.9375,,1.832031011581421
2000-04-12,0.9754459857940674,2.8187499046325684,,39.6875,,1.6419270038604736
2000-04-13,1.0161830186843872,2.4000000953674316,,39.625,,1.5716149806976318
2000-04-14,0.9988840222358704,2.34375,,37.0625,,1.4332679510116577
2000-04-17,1.1060270071029663,2.3531250953674316,,37.9375,,1.5065100193023682
2000-04-18,1.1328129768371582,2.746875047683716,,40.28125,,1.7734379768371582
2000-04-19,1.0814729928970337,2.671875,,39.34375,,1.6888020038604736
2000-04-20,1.0613839626312256,2.6187500953674316,,39.46875,,1.6796879768371582
2000-04-24,1.0758930444717407,2.4906249046325684,,33.3125,,1.5963540077209473
2000-04-25,1.1456470489501953,2.621875047683716,,34.6875,,1.7708330154418945
2000-04-26,1.0831470489501953,2.674999952316284,,34.0,,1.7526040077209473
2000-04-27,1.1316959857940674,2.643749952316284,,34.90625,,1.8958330154418945
2000-04-28,1.1077009439468384,2.7593750953674316,,34.875,,1.8567709922790527
2000-05-01,1.1099330186843872,2.996875047683716,,36.71875,,1.9166669845581055
2000-05-02,1.052454948425293,2.8062500953674316,,34.9375,,1.8424479961395264
2000-05-03,1.027343988418579,2.706249952316284,,35.28125,,1.8125
2000-05-04,0.9882810115814209,2.753124952316284,,35.21875,,1.8346350193023682
2000-05-05,1.010045051574707,2.924999952316284,,35.5625,,1.9192709922790527
2000-05-08,0.9832590222358704,2.800781011581421,,34.90625,,1.8489580154418945
2000-05-09,0.9414060115814209,2.8125,,33.90625,,1.8229169845581055
2000-05-10,0.8867189884185791,2.6656250953674316,,33.09375,,1.6432290077209473
2000-05-11,0.9179689884185791,2.7437500953674316,,33.9375,,1.7135419845581055
2000-05-12,0.9609379768371582,2.6875,,34.40625,,1.6614580154418945
2000-05-15,0.9017860293388367,2.8031249046325684,,34.6875,,1.7760419845581055
2000-05-16,0.943638026714325,2.953125,,34.75,,1.9583330154418945
2000-05-17,0.9051340222358704,3.049999952316284,,33.84375,,2.3020830154418945
2000-05-18,0.8995540142059326,2.768749952316284,,33.09375,,2.1458330154418945
2000-05-19,0.8392860293388367,2.6312499046325684,,32.53125,,2.1276040077209473
2000-05-22,0.803013026714325,2.59375,,32.09375,,2.265625
2000-05-23,0.7661830186843872,2.3343749046325684,,31.59375,,2.2473959922790527
2000-05-24,0.7829239964485168,2.4281249046325684,,32.78125,,2.21875
2000-05-25,0.7791569828987122,2.2750000953674316,,30.75,,2.1875
2000-05-26,0.7712050080299377,2.325000047683716,,30.71875,,2.198568105697632
2000-05-30,0.7818080186843872,2.5875000953674316,,31.6875,,2.289062976837158
2000-05-31,0.75,2.4156250953674316,,31.28125,,2.3776040077209473
2000-06-01,0.7957590222358704,2.5093750953674316,,32.28125,,2.444010019302368
2000-06-02,0.8264510035514832,2.893749952316284,,33.15625,,2.740885019302368
2000-06-05,0.8152899742126465,2.7249999046325684,,33.4375,,2.799804925918579
2000-06-06,0.8292409777641296,2.528125047683716,,34.8125,,2.660156011581421
2000-06-07,0.8621649742126465,2.590625047683716,,35.25,,2.5416669845581055
2000-06-08,0.8465399742126465,2.59375,,34.40625,,2.5611979961395264
2000-06-09,0.8549110293388367,2.609375,,34.40625,,2.634114980697632
2000-06-12,0.8141739964485168,2.421875,,33.4375,,2.5638020038604736
2000-06-13,0.84375,2.450000047683716,,33.9375,,2.644531011581421
2000-06-14,0.8074780106544495,2.3218750953674316,,35.25,,2.6419270038604736
2000-06-15,0.8247770071029663,2.315624952316284,,36.1875,,2.710937976837158
2000-06-16,0.8141739964485168,2.299999952316284,,36.28125,,3.1197919845581055
2000-06-19,0.8627229928970337,2.265625,,36.84375,,3.3151040077209473
2000-06-20,0.904017984867096,2.3062500953674316,,37.46875,,3.2708330154418945
2000-06-21,0.9933040142059326,2.3031249046325684,,40.34375,,3.602864980697632
2000-06-22,0.9598209857940674,2.0999999046325684,,39.9375,,3.40625
2000-06-23,0.9229909777641296,1.693750023841858,,38.84375,,3.084635019302368
2000-06-26,0.966517984867096,1.696874976158142,,39.75,,3.457031011581421
2000-06-27,0.924107015132904,1.8250000476837158,,39.40625,,2.96875
2000-06-28,0.9720979928970337,1.8937499523162842,,39.46875,,2.8541669845581055
2000-06-29,0.9151790142059326,1.8562500476837158,,38.59375,,2.4427080154418945
2000-06-30,0.935267984867096,1.8156249523162842,,40.0,,2.648437976837158
2000-07-03,0.9520090222358704,1.850000023841858,,40.0,,2.546875
2000-07-05,0.921875,1.8250000476837158,,39.25,,2.273437976837158
2000-07-06,0.9252229928970337,1.803125023841858,,40.46875,,2.4114580154418945
2000-07-07,0.9720979928970337,1.806249976158142,,41.0,,2.4244790077209473
2000-07-10,1.020089030265808,1.7531249523162842,,39.71875,,2.5494790077209473
2000-07-11,1.0167410373687744,1.65625,,39.5625,,2.7552080154418945
2000-07-12,1.051339030265808,1.7531249523162842,,40.15625,,2.8333330154418945
2000-07-13,1.0089290142059326,1.75,,39.96875,,3.0989580154418945
2000-07-14,1.0301339626312256,2.1312499046325684,,39.46875,,3.0755209922790527
2000-07-17,1.041295051574707,2.0562500953674316,,39.09375,,3.0416669845581055
2000-07-18,1.0223209857940674,2.0875000953674316,,39.25,,2.9817709922790527
2000-07-19,0.9408479928970337,2.043750047683716,,36.5625,,2.7916669845581055
2000-07-20,0.984375,2.015625,,37.40625,,2.867187976837158
2000-07-21,0.9564729928970337,2.0562500953674316,,36.15625,,2.9036459922790527
2000-07-24,0.8694199919700623,1.9375,,35.28125,,2.65625
2000-07-25,0.8939729928970337,1.881250023841858,,34.5,,2.5572919845581055
2000-07-26,0.8939729928970337,1.803125023841858,,33.90625,,2.367187976837158
2000-07-27,0.9285709857940674,1.568750023841858,,34.6875,,2.1979169845581055
2000-07-28,0.8627229928970337,1.5,,34.84375,,2.25
2000-07-31,0.9073659777641296,1.506250023841858,,34.90625,,2.5
2000-08-01,0.8805800080299377,1.5125000476837158,,34.34375,,2.4505209922790527
2000-08-02,0.84375,1.540624976158142,,34.6875,,2.5
2000-08-03,0.857142984867096,1.5750000476837158,,35.125,,2.609375
2000-08-04,0.845982015132904,1.625,,34.5625,,2.65625
2000-08-07,0.8560270071029663,1.6906249523162842,,35.0,,2.8645830154418945
2000-08-08,0.8348209857940674,1.646875023841858,,37.0625,,2.8020830154418945
2000-08-09,0.8482139706611633,1.5437500476837158,,37.125,,2.71875
2000-08-10,0.8493300080299377,1.521875023841858,,36.3125,,2.75
2000-08-11,0.8515629768371582,1.6843750476837158,,36.21875,,2.6848959922790527
2000-08-14,0.8404020071029663,1.743749976158142,,36.09375,,2.710937976837158
2000-08-15,0.8337050080299377,1.8781249523162842,,35.8125,,2.966797113418579
2000-08-16,0.8660709857940674,1.931249976158142,,35.5,,3.0416669845581055
2000-08-17,0.9185270071029663,1.912500023841858,,35.78125,,3.0989580154418945
2000-08-18,0.892857015132904,1.9500000476837158,,35.5,,3.2083330154418945
2000-08-21,0.9017860293388367,1.875,,35.3125,,3.257812976837158
2000-08-22,0.9229909777641296,1.8250000476837158,,35.625,,2.9505209922790527
2000-08-23,0.9698659777641296,1.9406249523162842,,35.375,,3.1223959922790527
2000-08-24,1.0019530057907104,1.96875,,35.5625,,3.2057290077209473
2000-08-25,1.0145089626312256,1.9968750476837158,,35.3125,,3.125
2000-08-28,1.036829948425293,1.9562499523162842,,35.65625,,3.25
2000-08-29,1.056920051574707,1.9812500476837158,,35.46875,,3.242187976837158
2000-08-30,1.0625,2.1468749046325684,,35.0,,3.2708330154418945
2000-08-31,1.088170051574707,2.075000047683716,,34.90625,,3.3072919845581055
2000-09-01,1.1328129768371582,2.075000047683716,,35.09375,,3.3125
2000-09-05,1.114954948425293,2.284374952316284,,35.0625,,3.3177080154418945
2000-09-06,1.0435270071029663,2.293750047683716,,34.71875,,3.0885419845581055
