Date,ABBV,JNJ,LLY,MRK,NVO,UHN
2000-01-03,,46.09375,65.5625,64.52767181396484,2.690000057220459,
2000-01-04,,44.40625,63.5,62.261451721191406,2.677500009536743,
2000-01-05,,44.875,64.3125,64.70658111572266,2.627500057220459,
2000-01-06,,46.28125,66.1875,65.24332427978516,2.6700000762939453,
2000-01-07,,48.25,71.0625,71.5052490234375,2.740000009536743,
2000-01-10,,47.03125,68.125,69.41793823242188,2.9649999141693115,
2000-01-11,,47.1875,68.5,69.65648651123047,2.9149999618530273,
2000-01-12,,46.75,67.5,71.02815246582031,2.924999952316284,
2000-01-13,,46.6875,66.6875,71.32633972167969,2.884999990463257,
2000-01-14,,46.84375,68.3125,70.72996520996094,2.744999885559082,
2000-01-18,,45.65625,67.3125,67.56917572021484,2.682499885559082,
2000-01-19,,45.8125,67.75,68.22518920898438,2.640000104904175,
2000-01-20,,45.96875,66.78125,69.59684753417969,2.7049999237060547,
2000-01-21,,44.9375,64.75,69.1197509765625,2.700000047683716,
2000-01-24,,41.84375,62.125,67.03244018554688,2.640000104904175,
2000-01-25,,42.625,62.3125,67.62881469726562,2.5999999046325684,
2000-01-26,,41.75,62.75,69.47757720947266,2.5899999141693115,
2000-01-27,,40.25,64.25,70.72996520996094,2.5450000762939453,
2000-01-28,,42.25,65.3125,72.87690734863281,2.497499942779541,
2000-01-31,,43.03125,66.875,75.02385711669922,2.4774999618530273,
2000-02-01,,42.40625,65.5625,73.29437255859375,2.5325000286102295,
2000-02-02,,42.6875,65.0625,73.35401153564453,2.5799999237060547,
2000-02-03,,41.65625,65.25,72.75763702392578,2.674999952316284,
2000-02-04,,41.0625,64.875,71.62451934814453,2.5950000286102295,
2000-02-07,,40.71875,63.3125,71.80343627929688,2.640000104904175,
2000-02-08,,41.03125,63.3125,71.98234558105469,2.700000047683716,
2000-02-09,,40.0,61.75,68.10591888427734,2.75,
2000-02-10,,39.0,62.3125,65.8396987915039,2.7950000762939453,
2000-02-11,,38.71875,61.625,62.261451721191406,2.6875,
2000-02-14,,38.8125,60.75,63.03673553466797,2.740000009536743,
2000-02-15,,39.84375,61.1875,62.6192741394043,2.7725000381469727,
2000-02-16,,39.90625,61.25,62.5,2.9200000762939453,
2000-02-17,,39.59375,60.1875,60.35305404663086,2.690000057220459,
2000-02-18,,38.71875,58.5,59.16030502319336,2.765000104904175,
2000-02-22,,39.3125,59.5,62.5,2.867500066757202,
2000-02-23,,38.0625,60.3125,60.23377990722656,2.865000009536743,
2000-02-24,,36.875,58.5625,59.16030502319336,2.742500066757202,
2000-02-25,,36.0,56.6875,57.43082046508789,2.680000066757202,
2000-02-28,,36.375,57.5,58.74284362792969,2.5299999713897705,
2000-02-29,,36.0,59.4375,58.74284362792969,2.5325000286102295,
2000-03-01,,36.6875,58.875,57.25190734863281,2.5799999237060547,
2000-03-02,,36.84375,57.6875,56.536258697509766,2.7200000286102295,
2000-03-03,,36.75,58.0,54.86641311645508,2.7850000858306885,
2000-03-06,,35.25,57.625,53.91221237182617,2.6875,
2000-03-07,,34.25,54.5,51.467079162597656,2.630000114440918,
2000-03-08,,35.5,55.5,54.21039962768555,2.640000104904175,
2000-03-09,,36.34375,60.0625,58.325382232666016,2.577500104904175,
2000-03-10,,35.4375,61.1875,56.83444595336914,2.6449999809265137,
2000-03-13,,35.0,59.25,54.389312744140625,2.7174999713897705,
2000-03-14,,36.375,57.4375,53.91221237182617,2.690000057220459,
2000-03-15,,38.46875,62.75,57.072994232177734,2.6700000762939453,
2000-03-16,,39.90625,64.75,62.02289962768555,2.825000047683716,
2000-03-17,,39.78125,61.375,59.875953674316406,2.7899999618530273,
2000-03-20,,39.65625,60.75,58.80248260498047,2.819999933242798,
2000-03-21,,40.125,61.6875,61.009063720703125,2.872499942779541,
2000-03-22,,41.125,63.5625,61.48616409301758,2.8949999809265137,
2000-03-23,,40.0,64.375,59.9952278137207,2.875,
2000-03-24,,36.125,62.125,58.921756744384766,2.809999942779541,
2000-03-27,,34.875,60.5,58.325382232666016,2.7950000762939453,
2000-03-28,,36.0,60.25,58.74284362792969,2.8299999237060547,
2000-03-29,,35.53125,61.0,61.068702697753906,2.75,
2000-03-30,,35.375,60.75,61.12834167480469,2.682499885559082,
2000-03-31,,35.125,62.625,59.279579162597656,2.744999885559082,
2000-04-03,,36.125,65.375,63.6927490234375,2.682499885559082,
2000-04-04,,38.375,69.0,64.58731079101562,2.865000009536743,
2000-04-05,,38.75,67.46875,65.1240463256836,2.934999942779541,
2000-04-06,,37.4375,65.875,62.559635162353516,2.940000057220459,
2000-04-07,,37.03125,64.3125,62.5,2.9000000953674316,
2000-04-10,,38.0,64.875,63.334922790527344,2.7899999618530273,
2000-04-11,,39.125,66.875,64.22948455810547,2.752500057220459,
2000-04-12,,38.5,65.125,61.90362548828125,2.7850000858306885,
2000-04-13,,38.125,70.0,62.798187255859375,2.755000114440918,
2000-04-14,,36.65625,67.4375,60.651241302490234,2.559999942779541,
2000-04-17,,38.75,70.0,61.48616409301758,2.6524999141693115,
2000-04-18,,40.75,73.25,63.21564865112305,2.677500009536743,
2000-04-19,,41.125,75.625,65.8396987915039,2.637500047683716,
2000-04-20,,40.8125,75.75,66.55534362792969,2.6624999046325684,
2000-04-24,,41.9375,77.5,68.64265441894531,2.6424999237060547,
2000-04-25,,42.15625,77.0,69.17938995361328,2.7300000190734863,
2000-04-26,,41.375,77.8125,68.64265441894531,2.7274999618530273,
2000-04-27,,41.5,77.9375,68.22518920898438,2.692500114440918,
2000-04-28,,41.25,77.125,66.3167953491211,2.7200000286102295,
2000-05-01,,41.34375,77.375,64.46803283691406,2.7899999618530273,
2000-05-02,,42.09375,78.0,66.0782470703125,2.8350000381469727,
2000-05-03,,41.625,79.0,65.18368530273438,3.015000104904175,
2000-05-04,,41.53125,79.25,64.1102066040039,3.009999990463257,
2000-05-05,,42.0,79.75,66.0782470703125,2.9800000190734863,
2000-05-08,,43.875,80.5,66.67462158203125,2.9674999713897705,
2000-05-09,,43.5,79.625,65.78005981445312,2.9700000286102295,
2000-05-10,,42.75,77.25,64.885498046875,2.9600000381469727,
2000-05-11,,43.03125,74.875,65.1240463256836,2.934999942779541,
2000-05-12,,42.75,75.4375,65.00476837158203,3.0399999618530273,
2000-05-15,,43.125,76.4375,66.43606567382812,3.1024999618530273,
2000-05-16,,43.65625,74.9375,67.74809265136719,3.1424999237060547,
2000-05-17,,43.53125,73.875,66.61498260498047,3.2125000953674316,
2000-05-18,,44.25,73.75,66.7342529296875,3.182499885559082,
2000-05-19,,44.375,75.9375,69.1197509765625,3.1700000762939453,
2000-05-22,,43.4375,75.1875,69.00048065185547,3.2100000381469727,
2000-05-23,,43.5,75.5625,70.43177795410156,3.247499942779541,
2000-05-24,,44.96875,77.125,71.20706176757812,3.240000009536743,
2000-05-25,,44.65625,78.625,71.2667007446289,3.262500047683716,
2000-05-26,,44.0625,78.8125,71.14742279052734,3.440000057220459,
2000-05-30,,44.46875,76.5,71.56488800048828,3.4049999713897705,
2000-05-31,,44.75,76.125,71.20706176757812,3.2874999046325684,
2000-06-01,,43.84375,77.0625,69.1197509765625,3.244999885559082,
2000-06-02,,42.0,73.125,65.78005981445312,3.362499952316284,
2000-06-05,,42.0,72.4375,66.01860809326172,3.382499933242798,
2000-06-06,,42.0625,74.125,66.40625,3.2799999713897705,
2000-06-07,,41.84375,74.875,67.27098846435547,3.359999895095825,
2000-06-08,,42.4375,74.9375,66.13787841796875,3.2674999237060547,
2000-06-09,,43.0625,76.1875,66.67462158203125,3.2899999618530273,
2000-06-12,,42.390625,78.25,66.7342529296875,3.2049999237060547,
2000-06-13,,44.0,80.75,70.0739517211914,3.299999952316284,
2000-06-14,,44.875,82.8125,69.59684753417969,3.25,
2000-06-15,,45.3125,83.0,69.47757720947266,3.297499895095825,
2000-06-16,,44.78125,84.9375,67.74809265136719,3.3550000190734863,
2000-06-19,,45.09375,86.375,68.76192474365234,3.4000000953674316,
2000-06-20,,44.28125,86.578125,67.62881469726562,3.4124999046325684,
2000-06-21,,44.9375,86.75,69.1197509765625,3.367500066757202,
2000-06-22,,44.28125,84.5,67.98664093017578,3.4000000953674316,
2000-06-23,,44.875,85.3125,69.29866027832031,3.3375000953674316,
2000-06-26,,47.75,86.5625,70.84923553466797,3.2799999713897705,
2000-06-27,,48.96875,84.75,70.84923553466797,3.3924999237060547,
2000-06-28,,49.0390625,87.203125,70.61068725585938,3.390000104904175,
2000-06-29,,49.28125,101.625,70.71504974365234,3.380000114440918,
2000-06-30,,50.9375,99.875,73.1154556274414,3.380000114440918,
2000-07-03,,50.53125,98.75,72.96636199951172,3.575000047683716,
2000-07-05,,50.5,104.5,73.6521987915039,3.755000114440918,
2000-07-06,,49.84375,101.625,71.9227066040039,3.805000066757202,
2000-07-07,,49.875,101.0,70.96851348876953,3.8299999237060547,
2000-07-10,,50.09375,104.0,71.44561004638672,3.9049999713897705,
2000-07-11,,50.09375,103.0,71.2667007446289,4.019999980926514,
2000-07-12,,49.03125,99.75,70.02922058105469,3.932499885559082,
2000-07-13,,47.625,95.75,65.95896911621094,3.805000066757202,
2000-07-14,,45.90625,94.5,64.16984558105469,3.7249999046325684,
2000-07-17,,47.171875,98.46875,64.28912353515625,3.7200000286102295,
2000-07-18,,47.5,100.5,63.334922790527344,3.742500066757202,
2000-07-19,,46.59375,98.75,62.261451721191406,3.6675000190734863,
2000-07-20,,45.9375,96.5,61.12834167480469,3.682499885559082,
2000-07-21,,46.125,97.875,60.83015441894531,3.609999895095825,
2000-07-24,,47.2265625,101.140625,66.37643432617188,3.615000009536743,
2000-07-25,,46.75,101.0,67.65863800048828,3.5824999809265137,
2000-07-26,,45.125,98.90625,66.79389190673828,3.700000047683716,
2000-07-27,,45.9296875,99.421875,69.0302963256836,3.7725000381469727,
2000-07-28,,46.828125,102.25,69.44776153564453,3.8324999809265137,
2000-07-31,,46.53125,103.875,68.37428283691406,3.8450000286102295,
2000-08-01,,47.40625,106.875,70.70014190673828,4.054999828338623,
2000-08-02,,48.25,106.75,71.56488800048828,4.045000076293945,
2000-08-03,,48.5,107.875,71.77361297607422,4.085000038146973,
2000-08-04,,48.28125,107.375,70.43177795410156,4.139999866485596,
2000-08-07,,48.4296875,106.546875,69.68630981445312,4.122499942779541,
2000-08-08,,48.3359375,108.546875,69.04520416259766,4.050000190734863,
2000-08-09,,47.40625,76.875,67.33062744140625,4.085000038146973,
2000-08-10,,48.703125,77.125,68.19537353515625,4.099999904632568,
2000-08-11,,48.921875,77.0,69.08993530273438,4.182499885559082,
2000-08-14,,48.65625,77.75,69.50739288330078,4.480000019073486,
2000-08-15,,48.046875,77.0,69.89503479003906,4.472499847412109,
2000-08-16,,48.921875,77.25,70.25286102294922,4.414999961853027,
2000-08-17,,48.5,78.375,70.5510482788086,4.337500095367432,
2000-08-18,,48.2109375,76.5,68.7022933959961,4.15500020980835,
2000-08-21,,48.5,77.1875,68.58301544189453,4.102499961853027,
2000-08-22,,48.875,76.09375,69.17938995361328,3.9749999046325684,
2000-08-23,,48.46875,77.1875,68.94084167480469,3.940000057220459,
2000-08-24,,48.125,75.625,69.17938995361328,4.139999866485596,
2000-08-25,,47.71875,75.5625,69.59684753417969,4.199999809265137,
2000-08-28,,47.375,74.5,69.14957427978516,4.21999979019165,
2000-08-29,,46.5,74.0,67.927001953125,4.177499771118164,
2000-08-30,,45.625,74.25,67.86736297607422,4.139999866485596,
2000-08-31,,45.9765625,73.015625,66.68952941894531,4.059999942779541,
2000-09-01,,46.3125,72.6875,66.01860809326172,4.114999771118164,
2000-09-05,,46.625,69.75,64.06548309326172,4.107500076293945,
2000-09-06,,46.625,67.375,62.97710037231445,3.9800000190734863,
2000-09-07,,46.71875,69.0,64.16984558105469,3.9100000858306885,
2000-09-08,,47.234375,69.34375,64.43821716308594,3.9124999046325684,
2000-09-11,,47.5078125,70.25,64.82585906982422,3.887500047683716,
2000-09-12,,48.3125,71.625,64.60221862792969,3.8375000953674316,
2000-09-13,,48.8125,74.4375,65.19859313964844,3.884999990463257,
2000-09-14,,47.96875,73.75,64.46803283691406,3.890000104904175,
2000-09-15,,47.5,72.9375,64.1102066040039,3.9674999713897705,
2000-09-18,,46.0625,74.4375,64.05057525634766,3.8550000190734863,
2000-09-19,,45.90625,75.875,65.18368530273438,3.9175000190734863,
2000-09-20,,45.5390625,74.125,64.7811279296875,3.869999885559082,
2000-09-21,,47.125,78.0625,66.91316986083984,3.9725000858306885,
2000-09-22,,47.9375,81.5,69.83540344238281,4.324999809265137,
2000-09-25,,47.9296875,82.859375,68.94084167480469,4.420000076293945,
2000-09-26,,47.25,82.625,67.03244018554688,4.505000114440918,
2000-09-27,,47.546875,81.6875,69.53721618652344,4.422500133514404,
2000-09-28,,46.6875,82.375,69.77576446533203,4.400000095367432,
2000-09-29,,46.96875,81.125,71.02815246582031,4.440000057220459,
2000-10-02,,46.59375,80.875,70.61068725585938,4.409999847412109,
2000-10-03,,46.25,81.75,70.61068725585938,4.460000038146973,
2000-10-04,,45.15625,82.5,70.19322204589844,4.289999961853027,
2000-10-05,,46.53125,84.5625,71.86307525634766,4.347499847412109,
2000-10-06,,46.15625,82.9375,72.57872009277344,4.362500190734863,
2000-10-09,,45.65625,82.6875,71.86307525634766,4.289999961853027,
2000-10-10,,47.3125,84.5,73.35401153564453,4.320000171661377,
2000-10-11,,48.0,87.4375,72.99618530273438,4.264999866485596,
2000-10-12,,48.5,87.5,73.6521987915039,4.072500228881836,
2000-10-13,,47.90625,87.0,72.697998046875,4.195000171661377,
2000-10-16,,48.46875,89.8125,73.35401153564453,4.042500019073486,
2000-10-17,,48.53125,89.125,74.60639190673828,4.159999847412109,
2000-10-18,,47.125,89.25,74.60639190673828,4.255000114440918,
2000-10-19,,45.875,88.5,74.01001739501953,4.360000133514404,
2000-10-20,,45.9375,86.375,78.125,4.195000171661377,
2000-10-23,,45.78125,88.9375,80.86832427978516,4.15749979019165,
2000-10-24,,45.84375,87.6875,81.52433013916016,4.297500133514404,
2000-10-25,,46.96875,88.8125,83.3134536743164,4.237500190734863,
2000-10-26,,46.5625,87.5,82.71707916259766,4.247499942779541,
2000-10-27,,46.375,87.5,83.96946716308594,4.317500114440918,
2000-10-30,,47.1875,88.0,84.62548065185547,4.184999942779541,
2000-10-31,,46.0625,89.375,85.81822204589844,4.25,
2000-11-01,,45.5,91.0,85.63931274414062,4.28249979019165,
2000-11-02,,44.9375,88.5,85.04293823242188,4.179999828338623,
2000-11-03,,45.84375,88.0625,83.85018920898438,4.067500114440918,
2000-11-06,,46.03125,89.5625,85.87786102294922,4.045000076293945,
2000-11-07,,46.0625,87.25,82.89598846435547,4.09250020980835,
2000-11-08,,46.71875,90.4375,86.65315246582031,4.09250020980835,
2000-11-09,,46.78125,89.6875,86.29532623291016,4.119999885559082,
2000-11-10,,47.21875,90.5,87.30915832519531,4.144999980926514,
2000-11-13,,46.53125,86.125,85.28148651123047,4.119999885559082,
2000-11-14,,47.3125,87.875,86.8917007446289,3.924999952316284,
2000-11-15,,47.5,87.6875,87.42843627929688,3.952500104904175,
2000-11-16,,47.09375,86.5625,86.05677795410156,3.9149999618530273,
2000-11-17,,47.5625,89.4375,84.44656372070312,3.630000114440918,
2000-11-20,,48.09375,87.75,86.23568725585938,3.432499885559082,
2000-11-21,,48.875,89.875,87.78626251220703,3.3975000381469727,
2000-11-22,,48.25,86.8125,86.53387451171875,3.299999952316284,
2000-11-24,,47.53125,84.8125,85.34112548828125,3.502500057220459,
2000-11-27,,48.6875,88.6875,87.42843627929688,3.690000057220459,
2000-11-28,,50.0625,91.75,88.38263702392578,3.7200000286102295,
2000-11-29,,50.125,94.5,90.52957916259766,3.7300000190734863,
2000-11-30,,50.0,93.6875,88.44226837158203,3.8299999237060547,
2000-12-01,,48.875,90.0625,86.47423553466797,3.9700000286102295,
2000-12-04,,49.78125,90.4375,87.72662353515625,4.050000190734863,
2000-12-05,,49.75,90.375,85.87786102294922,4.03000020980835,
2000-12-06,,48.0625,90.375,85.46040344238281,3.9100000858306885,
2000-12-07,,48.53125,92.125,86.8917007446289,3.8499999046325684,
2000-12-08,,48.1875,92.5625,85.46040344238281,3.8550000190734863,
2000-12-11,,47.8125,92.875,86.47423553466797,3.6575000286102295,
2000-12-12,,48.5,92.3125,87.18988800048828,3.6449999809265137,
2000-12-13,,49.34375,91.0,87.78626251220703,3.690000057220459,
2000-12-14,,49.625,89.75,86.83206176757812,3.765000104904175,
2000-12-15,,49.28125,89.25,86.23568725585938,3.8125,
2000-12-18,,49.28125,88.5,85.22184753417969,3.799999952316284,
2000-12-19,,49.59375,89.0,87.30915832519531,3.700000047683716,
2000-12-20,,50.3125,90.9375,89.09828186035156,3.6575000286102295,
2000-12-21,,50.5,90.75,88.26335906982422,3.490000009536743,
2000-12-22,,50.75,87.6875,86.35496520996094,3.490000009536743,
2000-12-26,,51.1875,89.9375,88.44226837158203,3.565000057220459,
2000-12-27,,51.5,89.125,88.44226837158203,3.4649999141693115,
2000-12-28,,52.375,91.625,90.4103012084961,3.5174999237060547,
2000-12-29,,52.53125,93.0625,89.33683013916016,3.5399999618530273,
2001-01-02,,51.0,91.5,88.7404556274414,3.557499885559082,
2001-01-03,,49.375,86.3125,85.04293823242188,3.509999990463257,
2001-01-04,,48.3125,81.125,81.10687255859375,3.497499942779541,
2001-01-05,,48.9375,80.6875,79.49665832519531,3.612499952316284,
2001-01-08,,48.875,80.75,79.67557525634766,3.622499942779541,
2001-01-09,,49.21875,84.5,80.15267181396484,3.6500000953674316,
2001-01-10,,47.9375,83.375,79.37738800048828,3.5799999237060547,
2001-01-11,,46.21875,81.625,77.8864517211914,3.5799999237060547,
2001-01-12,,47.28125,80.0,77.70753479003906,3.5625,
2001-01-16,,47.09375,83.25,79.49665832519531,3.569999933242798,
2001-01-17,,45.84375,81.5625,77.52862548828125,3.6600000858306885,
2001-01-18,,47.0,81.75,79.0792007446289,3.7125000953674316,
2001-01-19,,47.0625,80.75,78.66173553466797,3.5924999713897705,
2001-01-22,,47.15625,81.75,78.54246520996094,3.640000104904175,
2001-01-23,,46.34375,83.125,75.91841888427734,3.6500000953674316,
2001-01-24,,45.28125,82.75,75.3220443725586,3.702500104904175,
2001-01-25,,45.875,83.0625,78.125,3.684999942779541,
2001-01-26,,45.96875,82.5,78.48282623291016,3.8550000190734863,
2001-01-29,,45.79999923706055,81.0999984741211,76.63167572021484,3.888000011444092,
